기관코드,기관명,사업구분,담당부서,1월,2월,3월,4월,5월,6월,7월,8월,9월,10월,11월,12월,비고
ORG03860,테스트기관03860,강사비,교육지원팀,128020,129020,130020,131020,132020,133020,134020,135020,136020,137020,138020,139020,합성 대용량 테스트
ORG03861,테스트기관03861,운영비,행정지원팀,128027,129027,130027,131027,132027,133027,134027,135027,136027,137027,138027,139027,합성 대용량 테스트
ORG03862,테스트기관03862,급식비,예산팀,128034,129034,130034,131034,132034,133034,134034,135034,136034,137034,138034,139034,합성 대용량 테스트
ORG03863,테스트기관03863,시설비,시설팀,128041,129041,130041,131041,132041,133041,134041,135041,136041,137041,138041,139041,합성 대용량 테스트
ORG03864,테스트기관03864,강사비,교육지원팀,128048,129048,130048,131048,132048,133048,134048,135048,136048,137048,138048,139048,합성 대용량 테스트
ORG03865,테스트기관03865,운영비,행정지원팀,128055,129055,130055,131055,132055,133055,134055,135055,136055,137055,138055,139055,합성 대용량 테스트
ORG03866,테스트기관03866,급식비,예산팀,128062,129062,130062,131062,132062,133062,134062,135062,136062,137062,138062,139062,합성 대용량 테스트
ORG03867,테스트기관03867,시설비,시설팀,128069,129069,130069,131069,132069,133069,134069,135069,136069,137069,138069,139069,합성 대용량 테스트
ORG03868,테스트기관03868,강사비,교육지원팀,128076,129076,130076,131076,132076,133076,134076,135076,136076,137076,138076,139076,합성 대용량 테스트
ORG03869,테스트기관03869,운영비,행정지원팀,128083,129083,130083,131083,132083,133083,134083,135083,136083,137083,138083,139083,합성 대용량 테스트
ORG03870,테스트기관03870,급식비,예산팀,128090,129090,130090,131090,132090,133090,134090,135090,136090,137090,138090,139090,합성 대용량 테스트
ORG03871,테스트기관03871,시설비,시설팀,128097,129097,130097,131097,132097,133097,134097,135097,136097,137097,138097,139097,합성 대용량 테스트
ORG03872,테스트기관03872,강사비,교육지원팀,128104,129104,130104,131104,132104,133104,134104,135104,136104,137104,138104,139104,합성 대용량 테스트
ORG03873,테스트기관03873,운영비,행정지원팀,128111,129111,130111,131111,132111,133111,134111,135111,136111,137111,138111,139111,합성 대용량 테스트
ORG03874,테스트기관03874,급식비,예산팀,128118,129118,130118,131118,132118,133118,134118,135118,136118,137118,138118,139118,합성 대용량 테스트
ORG03875,테스트기관03875,시설비,시설팀,128125,129125,130125,131125,132125,133125,134125,135125,136125,137125,138125,139125,합성 대용량 테스트
ORG03876,테스트기관03876,강사비,교육지원팀,128132,129132,130132,131132,132132,133132,134132,135132,136132,137132,138132,139132,합성 대용량 테스트
ORG03877,테스트기관03877,운영비,행정지원팀,128139,129139,130139,131139,132139,133139,134139,135139,136139,137139,138139,139139,합성 대용량 테스트
ORG03878,테스트기관03878,급식비,예산팀,128146,129146,130146,131146,132146,133146,134146,135146,136146,137146,138146,139146,합성 대용량 테스트
ORG03879,테스트기관03879,시설비,시설팀,128153,129153,130153,131153,132153,133153,134153,135153,136153,137153,138153,139153,합성 대용량 테스트
ORG03880,테스트기관03880,강사비,교육지원팀,128160,129160,130160,131160,132160,133160,134160,135160,136160,137160,138160,139160,합성 대용량 테스트
ORG03881,테스트기관03881,운영비,행정지원팀,128167,129167,130167,131167,132167,133167,134167,135167,136167,137167,138167,139167,합성 대용량 테스트
ORG03882,테스트기관03882,급식비,예산팀,128174,129174,130174,131174,132174,133174,134174,135174,136174,137174,138174,139174,합성 대용량 테스트
ORG03883,테스트기관03883,시설비,시설팀,128181,129181,130181,131181,132181,133181,134181,135181,136181,137181,138181,139181,합성 대용량 테스트
ORG03884,테스트기관03884,강사비,교육지원팀,128188,129188,130188,131188,132188,133188,134188,135188,136188,137188,138188,139188,합성 대용량 테스트
ORG03885,테스트기관03885,운영비,행정지원팀,128195,129195,130195,131195,132195,133195,134195,135195,136195,137195,138195,139195,합성 대용량 테스트
ORG03886,테스트기관03886,급식비,예산팀,128202,129202,130202,131202,132202,133202,134202,135202,136202,137202,138202,139202,합성 대용량 테스트
ORG03887,테스트기관03887,시설비,시설팀,128209,129209,130209,131209,132209,133209,134209,135209,136209,137209,138209,139209,합성 대용량 테스트
ORG03888,테스트기관03888,강사비,교육지원팀,128216,129216,130216,131216,132216,133216,134216,135216,136216,137216,138216,139216,합성 대용량 테스트
ORG03889,테스트기관03889,운영비,행정지원팀,128223,129223,130223,131223,132223,133223,134223,135223,136223,137223,138223,139223,합성 대용량 테스트
ORG03890,테스트기관03890,급식비,예산팀,128230,129230,130230,131230,132230,133230,134230,135230,136230,137230,138230,139230,합성 대용량 테스트
ORG03891,테스트기관03891,시설비,시설팀,128237,129237,130237,131237,132237,133237,134237,135237,136237,137237,138237,139237,합성 대용량 테스트
ORG03892,테스트기관03892,강사비,교육지원팀,128244,129244,130244,131244,132244,133244,134244,135244,136244,137244,138244,139244,합성 대용량 테스트
ORG03893,테스트기관03893,운영비,행정지원팀,128251,129251,130251,131251,132251,133251,134251,135251,136251,137251,138251,139251,합성 대용량 테스트
ORG03894,테스트기관03894,급식비,예산팀,128258,129258,130258,131258,132258,133258,134258,135258,136258,137258,138258,139258,합성 대용량 테스트
ORG03895,테스트기관03895,시설비,시설팀,128265,129265,130265,131265,132265,133265,134265,135265,136265,137265,138265,139265,합성 대용량 테스트
ORG03896,테스트기관03896,강사비,교육지원팀,128272,129272,130272,131272,132272,133272,134272,135272,136272,137272,138272,139272,합성 대용량 테스트
ORG03897,테스트기관03897,운영비,행정지원팀,128279,129279,130279,131279,132279,133279,134279,135279,136279,137279,138279,139279,합성 대용량 테스트
ORG03898,테스트기관03898,급식비,예산팀,128286,129286,130286,131286,132286,133286,134286,135286,136286,137286,138286,139286,합성 대용량 테스트
ORG03899,테스트기관03899,시설비,시설팀,128293,129293,130293,131293,132293,133293,134293,135293,136293,137293,138293,139293,합성 대용량 테스트
ORG03900,테스트기관03900,강사비,교육지원팀,128300,129300,130300,131300,132300,133300,134300,135300,136300,137300,138300,139300,합성 대용량 테스트
ORG03901,테스트기관03901,운영비,행정지원팀,128307,129307,130307,131307,132307,133307,134307,135307,136307,137307,138307,139307,합성 대용량 테스트
ORG03902,테스트기관03902,급식비,예산팀,128314,129314,130314,131314,132314,133314,134314,135314,136314,137314,138314,139314,합성 대용량 테스트
ORG03903,테스트기관03903,시설비,시설팀,128321,129321,130321,131321,132321,133321,134321,135321,136321,137321,138321,139321,합성 대용량 테스트
ORG03904,테스트기관03904,강사비,교육지원팀,128328,129328,130328,131328,132328,133328,134328,135328,136328,137328,138328,139328,합성 대용량 테스트
ORG03905,테스트기관03905,운영비,행정지원팀,128335,129335,130335,131335,132335,133335,134335,135335,136335,137335,138335,139335,합성 대용량 테스트
ORG03906,테스트기관03906,급식비,예산팀,128342,129342,130342,131342,132342,133342,134342,135342,136342,137342,138342,139342,합성 대용량 테스트
ORG03907,테스트기관03907,시설비,시설팀,128349,129349,130349,131349,132349,133349,134349,135349,136349,137349,138349,139349,합성 대용량 테스트
ORG03908,테스트기관03908,강사비,교육지원팀,128356,129356,130356,131356,132356,133356,134356,135356,136356,137356,138356,139356,합성 대용량 테스트
ORG03909,테스트기관03909,운영비,행정지원팀,128363,129363,130363,131363,132363,133363,134363,135363,136363,137363,138363,139363,합성 대용량 테스트
ORG03910,테스트기관03910,급식비,예산팀,128370,129370,130370,131370,132370,133370,134370,135370,136370,137370,138370,139370,합성 대용량 테스트
ORG03911,테스트기관03911,시설비,시설팀,128377,129377,130377,131377,132377,133377,134377,135377,136377,137377,138377,139377,합성 대용량 테스트
ORG03912,테스트기관03912,강사비,교육지원팀,128384,129384,130384,131384,132384,133384,134384,135384,136384,137384,138384,139384,합성 대용량 테스트
ORG03913,테스트기관03913,운영비,행정지원팀,128391,129391,130391,131391,132391,133391,134391,135391,136391,137391,138391,139391,합성 대용량 테스트
ORG03914,테스트기관03914,급식비,예산팀,128398,129398,130398,131398,132398,133398,134398,135398,136398,137398,138398,139398,합성 대용량 테스트
ORG03915,테스트기관03915,시설비,시설팀,128405,129405,130405,131405,132405,133405,134405,135405,136405,137405,138405,139405,합성 대용량 테스트
ORG03916,테스트기관03916,강사비,교육지원팀,128412,129412,130412,131412,132412,133412,134412,135412,136412,137412,138412,139412,합성 대용량 테스트
ORG03917,테스트기관03917,운영비,행정지원팀,128419,129419,130419,131419,132419,133419,134419,135419,136419,137419,138419,139419,합성 대용량 테스트
ORG03918,테스트기관03918,급식비,예산팀,128426,129426,130426,131426,132426,133426,134426,135426,136426,137426,138426,139426,합성 대용량 테스트
ORG03919,테스트기관03919,시설비,시설팀,128433,129433,130433,131433,132433,133433,134433,135433,136433,137433,138433,139433,합성 대용량 테스트
ORG03920,테스트기관03920,강사비,교육지원팀,128440,129440,130440,131440,132440,133440,134440,135440,136440,137440,138440,139440,합성 대용량 테스트
ORG03921,테스트기관03921,운영비,행정지원팀,128447,129447,130447,131447,132447,133447,134447,135447,136447,137447,138447,139447,합성 대용량 테스트
ORG03922,테스트기관03922,급식비,예산팀,128454,129454,130454,131454,132454,133454,134454,135454,136454,137454,138454,139454,합성 대용량 테스트
ORG03923,테스트기관03923,시설비,시설팀,128461,129461,130461,131461,132461,133461,134461,135461,136461,137461,138461,139461,합성 대용량 테스트
ORG03924,테스트기관03924,강사비,교육지원팀,128468,129468,130468,131468,132468,133468,134468,135468,136468,137468,138468,139468,합성 대용량 테스트
ORG03925,테스트기관03925,운영비,행정지원팀,128475,129475,130475,131475,132475,133475,134475,135475,136475,137475,138475,139475,합성 대용량 테스트
ORG03926,테스트기관03926,급식비,예산팀,128482,129482,130482,131482,132482,133482,134482,135482,136482,137482,138482,139482,합성 대용량 테스트
ORG03927,테스트기관03927,시설비,시설팀,128489,129489,130489,131489,132489,133489,134489,135489,136489,137489,138489,139489,합성 대용량 테스트
ORG03928,테스트기관03928,강사비,교육지원팀,128496,129496,130496,131496,132496,133496,134496,135496,136496,137496,138496,139496,합성 대용량 테스트
ORG03929,테스트기관03929,운영비,행정지원팀,128503,129503,130503,131503,132503,133503,134503,135503,136503,137503,138503,139503,합성 대용량 테스트
ORG03930,테스트기관03930,급식비,예산팀,128510,129510,130510,131510,132510,133510,134510,135510,136510,137510,138510,139510,합성 대용량 테스트
ORG03931,테스트기관03931,시설비,시설팀,128517,129517,130517,131517,132517,133517,134517,135517,136517,137517,138517,139517,합성 대용량 테스트
ORG03932,테스트기관03932,강사비,교육지원팀,128524,129524,130524,131524,132524,133524,134524,135524,136524,137524,138524,139524,합성 대용량 테스트
ORG03933,테스트기관03933,운영비,행정지원팀,128531,129531,130531,131531,132531,133531,134531,135531,136531,137531,138531,139531,합성 대용량 테스트
ORG03934,테스트기관03934,급식비,예산팀,128538,129538,130538,131538,132538,133538,134538,135538,136538,137538,138538,139538,합성 대용량 테스트
ORG03935,테스트기관03935,시설비,시설팀,128545,129545,130545,131545,132545,133545,134545,135545,136545,137545,138545,139545,합성 대용량 테스트
ORG03936,테스트기관03936,강사비,교육지원팀,128552,129552,130552,131552,132552,133552,134552,135552,136552,137552,138552,139552,합성 대용량 테스트
ORG03937,테스트기관03937,운영비,행정지원팀,128559,129559,130559,131559,132559,133559,134559,135559,136559,137559,138559,139559,합성 대용량 테스트
ORG03938,테스트기관03938,급식비,예산팀,128566,129566,130566,131566,132566,133566,134566,135566,136566,137566,138566,139566,합성 대용량 테스트
ORG03939,테스트기관03939,시설비,시설팀,128573,129573,130573,131573,132573,133573,134573,135573,136573,137573,138573,139573,합성 대용량 테스트
ORG03940,테스트기관03940,강사비,교육지원팀,128580,129580,130580,131580,132580,133580,134580,135580,136580,137580,138580,139580,합성 대용량 테스트
ORG03941,테스트기관03941,운영비,행정지원팀,128587,129587,130587,131587,132587,133587,134587,135587,136587,137587,138587,139587,합성 대용량 테스트
ORG03942,테스트기관03942,급식비,예산팀,128594,129594,130594,131594,132594,133594,134594,135594,136594,137594,138594,139594,합성 대용량 테스트
ORG03943,테스트기관03943,시설비,시설팀,128601,129601,130601,131601,132601,133601,134601,135601,136601,137601,138601,139601,합성 대용량 테스트
ORG03944,테스트기관03944,강사비,교육지원팀,128608,129608,130608,131608,132608,133608,134608,135608,136608,137608,138608,139608,합성 대용량 테스트
ORG03945,테스트기관03945,운영비,행정지원팀,128615,129615,130615,131615,132615,133615,134615,135615,136615,137615,138615,139615,합성 대용량 테스트
ORG03946,테스트기관03946,급식비,예산팀,128622,129622,130622,131622,132622,133622,134622,135622,136622,137622,138622,139622,합성 대용량 테스트
ORG03947,테스트기관03947,시설비,시설팀,128629,129629,130629,131629,132629,133629,134629,135629,136629,137629,138629,139629,합성 대용량 테스트
ORG03948,테스트기관03948,강사비,교육지원팀,128636,129636,130636,131636,132636,133636,134636,135636,136636,137636,138636,139636,합성 대용량 테스트
ORG03949,테스트기관03949,운영비,행정지원팀,128643,129643,130643,131643,132643,133643,134643,135643,136643,137643,138643,139643,합성 대용량 테스트
ORG03950,테스트기관03950,급식비,예산팀,128650,129650,130650,131650,132650,133650,134650,135650,136650,137650,138650,139650,합성 대용량 테스트
ORG03951,테스트기관03951,시설비,시설팀,128657,129657,130657,131657,132657,133657,134657,135657,136657,137657,138657,139657,합성 대용량 테스트
ORG03952,테스트기관03952,강사비,교육지원팀,128664,129664,130664,131664,132664,133664,134664,135664,136664,137664,138664,139664,합성 대용량 테스트
ORG03953,테스트기관03953,운영비,행정지원팀,128671,129671,130671,131671,132671,133671,134671,135671,136671,137671,138671,139671,합성 대용량 테스트
ORG03954,테스트기관03954,급식비,예산팀,128678,129678,130678,131678,132678,133678,134678,135678,136678,137678,138678,139678,합성 대용량 테스트
ORG03955,테스트기관03955,시설비,시설팀,128685,129685,130685,131685,132685,133685,134685,135685,136685,137685,138685,139685,합성 대용량 테스트
ORG03956,테스트기관03956,강사비,교육지원팀,128692,129692,130692,131692,132692,133692,134692,135692,136692,137692,138692,139692,합성 대용량 테스트
ORG03957,테스트기관03957,운영비,행정지원팀,128699,129699,130699,131699,132699,133699,134699,135699,136699,137699,138699,139699,합성 대용량 테스트
ORG03958,테스트기관03958,급식비,예산팀,128706,129706,130706,131706,132706,133706,134706,135706,136706,137706,138706,139706,합성 대용량 테스트
ORG03959,테스트기관03959,시설비,시설팀,128713,129713,130713,131713,132713,133713,134713,135713,136713,137713,138713,139713,합성 대용량 테스트
ORG03960,테스트기관03960,강사비,교육지원팀,128720,129720,130720,131720,132720,133720,134720,135720,136720,137720,138720,139720,합성 대용량 테스트
ORG03961,테스트기관03961,운영비,행정지원팀,128727,129727,130727,131727,132727,133727,134727,135727,136727,137727,138727,139727,합성 대용량 테스트
ORG03962,테스트기관03962,급식비,예산팀,128734,129734,130734,131734,132734,133734,134734,135734,136734,137734,138734,139734,합성 대용량 테스트
ORG03963,테스트기관03963,시설비,시설팀,128741,129741,130741,131741,132741,133741,134741,135741,136741,137741,138741,139741,합성 대용량 테스트
ORG03964,테스트기관03964,강사비,교육지원팀,128748,129748,130748,131748,132748,133748,134748,135748,136748,137748,138748,139748,합성 대용량 테스트
ORG03965,테스트기관03965,운영비,행정지원팀,128755,129755,130755,131755,132755,133755,134755,135755,136755,137755,138755,139755,합성 대용량 테스트
ORG03966,테스트기관03966,급식비,예산팀,128762,129762,130762,131762,132762,133762,134762,135762,136762,137762,138762,139762,합성 대용량 테스트
ORG03967,테스트기관03967,시설비,시설팀,128769,129769,130769,131769,132769,133769,134769,135769,136769,137769,138769,139769,합성 대용량 테스트
ORG03968,테스트기관03968,강사비,교육지원팀,128776,129776,130776,131776,132776,133776,134776,135776,136776,137776,138776,139776,합성 대용량 테스트
ORG03969,테스트기관03969,운영비,행정지원팀,128783,129783,130783,131783,132783,133783,134783,135783,136783,137783,138783,139783,합성 대용량 테스트
ORG03970,테스트기관03970,급식비,예산팀,128790,129790,130790,131790,132790,133790,134790,135790,136790,137790,138790,139790,합성 대용량 테스트
ORG03971,테스트기관03971,시설비,시설팀,128797,129797,130797,131797,132797,133797,134797,135797,136797,137797,138797,139797,합성 대용량 테스트
ORG03972,테스트기관03972,강사비,교육지원팀,128804,129804,130804,131804,132804,133804,134804,135804,136804,137804,138804,139804,합성 대용량 테스트
ORG03973,테스트기관03973,운영비,행정지원팀,128811,129811,130811,131811,132811,133811,134811,135811,136811,137811,138811,139811,합성 대용량 테스트
ORG03974,테스트기관03974,급식비,예산팀,128818,129818,130818,131818,132818,133818,134818,135818,136818,137818,138818,139818,합성 대용량 테스트
ORG03975,테스트기관03975,시설비,시설팀,128825,129825,130825,131825,132825,133825,134825,135825,136825,137825,138825,139825,합성 대용량 테스트
ORG03976,테스트기관03976,강사비,교육지원팀,128832,129832,130832,131832,132832,133832,134832,135832,136832,137832,138832,139832,합성 대용량 테스트
ORG03977,테스트기관03977,운영비,행정지원팀,128839,129839,130839,131839,132839,133839,134839,135839,136839,137839,138839,139839,합성 대용량 테스트
ORG03978,테스트기관03978,급식비,예산팀,128846,129846,130846,131846,132846,133846,134846,135846,136846,137846,138846,139846,합성 대용량 테스트
ORG03979,테스트기관03979,시설비,시설팀,128853,129853,130853,131853,132853,133853,134853,135853,136853,137853,138853,139853,합성 대용량 테스트
ORG03980,테스트기관03980,강사비,교육지원팀,128860,129860,130860,131860,132860,133860,134860,135860,136860,137860,138860,139860,합성 대용량 테스트
ORG03981,테스트기관03981,운영비,행정지원팀,128867,129867,130867,131867,132867,133867,134867,135867,136867,137867,138867,139867,합성 대용량 테스트
ORG03982,테스트기관03982,급식비,예산팀,128874,129874,130874,131874,132874,133874,134874,135874,136874,137874,138874,139874,합성 대용량 테스트
ORG03983,테스트기관03983,시설비,시설팀,128881,129881,130881,131881,132881,133881,134881,135881,136881,137881,138881,139881,합성 대용량 테스트
ORG03984,테스트기관03984,강사비,교육지원팀,128888,129888,130888,131888,132888,133888,134888,135888,136888,137888,138888,139888,합성 대용량 테스트
ORG03985,테스트기관03985,운영비,행정지원팀,128895,129895,130895,131895,132895,133895,134895,135895,136895,137895,138895,139895,합성 대용량 테스트
ORG03986,테스트기관03986,급식비,예산팀,128902,129902,130902,131902,132902,133902,134902,135902,136902,137902,138902,139902,합성 대용량 테스트
ORG03987,테스트기관03987,시설비,시설팀,128909,129909,130909,131909,132909,133909,134909,135909,136909,137909,138909,139909,합성 대용량 테스트
ORG03988,테스트기관03988,강사비,교육지원팀,128916,129916,130916,131916,132916,133916,134916,135916,136916,137916,138916,139916,합성 대용량 테스트
ORG03989,테스트기관03989,운영비,행정지원팀,128923,129923,130923,131923,132923,133923,134923,135923,136923,137923,138923,139923,합성 대용량 테스트
ORG03990,테스트기관03990,급식비,예산팀,128930,129930,130930,131930,132930,133930,134930,135930,136930,137930,138930,139930,합성 대용량 테스트
ORG03991,테스트기관03991,시설비,시설팀,128937,129937,130937,131937,132937,133937,134937,135937,136937,137937,138937,139937,합성 대용량 테스트
ORG03992,테스트기관03992,강사비,교육지원팀,128944,129944,130944,131944,132944,133944,134944,135944,136944,137944,138944,139944,합성 대용량 테스트
ORG03993,테스트기관03993,운영비,행정지원팀,128951,129951,130951,131951,132951,133951,134951,135951,136951,137951,138951,139951,합성 대용량 테스트
ORG03994,테스트기관03994,급식비,예산팀,128958,129958,130958,131958,132958,133958,134958,135958,136958,137958,138958,139958,합성 대용량 테스트
ORG03995,테스트기관03995,시설비,시설팀,128965,129965,130965,131965,132965,133965,134965,135965,136965,137965,138965,139965,합성 대용량 테스트
ORG03996,테스트기관03996,강사비,교육지원팀,128972,129972,130972,131972,132972,133972,134972,135972,136972,137972,138972,139972,합성 대용량 테스트
ORG03997,테스트기관03997,운영비,행정지원팀,128979,129979,130979,131979,132979,133979,134979,135979,136979,137979,138979,139979,합성 대용량 테스트
ORG03998,테스트기관03998,급식비,예산팀,128986,129986,130986,131986,132986,133986,134986,135986,136986,137986,138986,139986,합성 대용량 테스트
ORG03999,테스트기관03999,시설비,시설팀,128993,129993,130993,131993,132993,133993,134993,135993,136993,137993,138993,139993,합성 대용량 테스트
ORG04000,테스트기관04000,강사비,교육지원팀,129000,130000,131000,132000,133000,134000,135000,136000,137000,138000,139000,140000,합성 대용량 테스트
ORG04001,테스트기관04001,운영비,행정지원팀,129007,130007,131007,132007,133007,134007,135007,136007,137007,138007,139007,140007,합성 대용량 테스트
ORG04002,테스트기관04002,급식비,예산팀,129014,130014,131014,132014,133014,134014,135014,136014,137014,138014,139014,140014,합성 대용량 테스트
ORG04003,테스트기관04003,시설비,시설팀,129021,130021,131021,132021,133021,134021,135021,136021,137021,138021,139021,140021,합성 대용량 테스트
ORG04004,테스트기관04004,강사비,교육지원팀,129028,130028,131028,132028,133028,134028,135028,136028,137028,138028,139028,140028,합성 대용량 테스트
ORG04005,테스트기관04005,운영비,행정지원팀,129035,130035,131035,132035,133035,134035,135035,136035,137035,138035,139035,140035,합성 대용량 테스트
ORG04006,테스트기관04006,급식비,예산팀,129042,130042,131042,132042,133042,134042,135042,136042,137042,138042,139042,140042,합성 대용량 테스트
ORG04007,테스트기관04007,시설비,시설팀,129049,130049,131049,132049,133049,134049,135049,136049,137049,138049,139049,140049,합성 대용량 테스트
ORG04008,테스트기관04008,강사비,교육지원팀,129056,130056,131056,132056,133056,134056,135056,136056,137056,138056,139056,140056,합성 대용량 테스트
ORG04009,테스트기관04009,운영비,행정지원팀,129063,130063,131063,132063,133063,134063,135063,136063,137063,138063,139063,140063,합성 대용량 테스트
ORG04010,테스트기관04010,급식비,예산팀,129070,130070,131070,132070,133070,134070,135070,136070,137070,138070,139070,140070,합성 대용량 테스트
ORG04011,테스트기관04011,시설비,시설팀,129077,130077,131077,132077,133077,134077,135077,136077,137077,138077,139077,140077,합성 대용량 테스트
ORG04012,테스트기관04012,강사비,교육지원팀,129084,130084,131084,132084,133084,134084,135084,136084,137084,138084,139084,140084,합성 대용량 테스트
ORG04013,테스트기관04013,운영비,행정지원팀,129091,130091,131091,132091,133091,134091,135091,136091,137091,138091,139091,140091,합성 대용량 테스트
ORG04014,테스트기관04014,급식비,예산팀,129098,130098,131098,132098,133098,134098,135098,136098,137098,138098,139098,140098,합성 대용량 테스트
ORG04015,테스트기관04015,시설비,시설팀,129105,130105,131105,132105,133105,134105,135105,136105,137105,138105,139105,140105,합성 대용량 테스트
ORG04016,테스트기관04016,강사비,교육지원팀,129112,130112,131112,132112,133112,134112,135112,136112,137112,138112,139112,140112,합성 대용량 테스트
ORG04017,테스트기관04017,운영비,행정지원팀,129119,130119,131119,132119,133119,134119,135119,136119,137119,138119,139119,140119,합성 대용량 테스트
ORG04018,테스트기관04018,급식비,예산팀,129126,130126,131126,132126,133126,134126,135126,136126,137126,138126,139126,140126,합성 대용량 테스트
ORG04019,테스트기관04019,시설비,시설팀,129133,130133,131133,132133,133133,134133,135133,136133,137133,138133,139133,140133,합성 대용량 테스트
ORG04020,테스트기관04020,강사비,교육지원팀,129140,130140,131140,132140,133140,134140,135140,136140,137140,138140,139140,140140,합성 대용량 테스트
ORG04021,테스트기관04021,운영비,행정지원팀,129147,130147,131147,132147,133147,134147,135147,136147,137147,138147,139147,140147,합성 대용량 테스트
ORG04022,테스트기관04022,급식비,예산팀,129154,130154,131154,132154,133154,134154,135154,136154,137154,138154,139154,140154,합성 대용량 테스트
ORG04023,테스트기관04023,시설비,시설팀,129161,130161,131161,132161,133161,134161,135161,136161,137161,138161,139161,140161,합성 대용량 테스트
ORG04024,테스트기관04024,강사비,교육지원팀,129168,130168,131168,132168,133168,134168,135168,136168,137168,138168,139168,140168,합성 대용량 테스트
ORG04025,테스트기관04025,운영비,행정지원팀,129175,130175,131175,132175,133175,134175,135175,136175,137175,138175,139175,140175,합성 대용량 테스트
ORG04026,테스트기관04026,급식비,예산팀,129182,130182,131182,132182,133182,134182,135182,136182,137182,138182,139182,140182,합성 대용량 테스트
ORG04027,테스트기관04027,시설비,시설팀,129189,130189,131189,132189,133189,134189,135189,136189,137189,138189,139189,140189,합성 대용량 테스트
ORG04028,테스트기관04028,강사비,교육지원팀,129196,130196,131196,132196,133196,134196,135196,136196,137196,138196,139196,140196,합성 대용량 테스트
ORG04029,테스트기관04029,운영비,행정지원팀,129203,130203,131203,132203,133203,134203,135203,136203,137203,138203,139203,140203,합성 대용량 테스트
ORG04030,테스트기관04030,급식비,예산팀,129210,130210,131210,132210,133210,134210,135210,136210,137210,138210,139210,140210,합성 대용량 테스트
ORG04031,테스트기관04031,시설비,시설팀,129217,130217,131217,132217,133217,134217,135217,136217,137217,138217,139217,140217,합성 대용량 테스트
ORG04032,테스트기관04032,강사비,교육지원팀,129224,130224,131224,132224,133224,134224,135224,136224,137224,138224,139224,140224,합성 대용량 테스트
ORG04033,테스트기관04033,운영비,행정지원팀,129231,130231,131231,132231,133231,134231,135231,136231,137231,138231,139231,140231,합성 대용량 테스트
ORG04034,테스트기관04034,급식비,예산팀,129238,130238,131238,132238,133238,134238,135238,136238,137238,138238,139238,140238,합성 대용량 테스트
ORG04035,테스트기관04035,시설비,시설팀,129245,130245,131245,132245,133245,134245,135245,136245,137245,138245,139245,140245,합성 대용량 테스트
ORG04036,테스트기관04036,강사비,교육지원팀,129252,130252,131252,132252,133252,134252,135252,136252,137252,138252,139252,140252,합성 대용량 테스트
ORG04037,테스트기관04037,운영비,행정지원팀,129259,130259,131259,132259,133259,134259,135259,136259,137259,138259,139259,140259,합성 대용량 테스트
ORG04038,테스트기관04038,급식비,예산팀,129266,130266,131266,132266,133266,134266,135266,136266,137266,138266,139266,140266,합성 대용량 테스트
ORG04039,테스트기관04039,시설비,시설팀,129273,130273,131273,132273,133273,134273,135273,136273,137273,138273,139273,140273,합성 대용량 테스트
ORG04040,테스트기관04040,강사비,교육지원팀,129280,130280,131280,132280,133280,134280,135280,136280,137280,138280,139280,140280,합성 대용량 테스트
ORG04041,테스트기관04041,운영비,행정지원팀,129287,130287,131287,132287,133287,134287,135287,136287,137287,138287,139287,140287,합성 대용량 테스트
ORG04042,테스트기관04042,급식비,예산팀,129294,130294,131294,132294,133294,134294,135294,136294,137294,138294,139294,140294,합성 대용량 테스트
ORG04043,테스트기관04043,시설비,시설팀,129301,130301,131301,132301,133301,134301,135301,136301,137301,138301,139301,140301,합성 대용량 테스트
ORG04044,테스트기관04044,강사비,교육지원팀,129308,130308,131308,132308,133308,134308,135308,136308,137308,138308,139308,140308,합성 대용량 테스트
ORG04045,테스트기관04045,운영비,행정지원팀,129315,130315,131315,132315,133315,134315,135315,136315,137315,138315,139315,140315,합성 대용량 테스트
ORG04046,테스트기관04046,급식비,예산팀,129322,130322,131322,132322,133322,134322,135322,136322,137322,138322,139322,140322,합성 대용량 테스트
ORG04047,테스트기관04047,시설비,시설팀,129329,130329,131329,132329,133329,134329,135329,136329,137329,138329,139329,140329,합성 대용량 테스트
ORG04048,테스트기관04048,강사비,교육지원팀,129336,130336,131336,132336,133336,134336,135336,136336,137336,138336,139336,140336,합성 대용량 테스트
ORG04049,테스트기관04049,운영비,행정지원팀,129343,130343,131343,132343,133343,134343,135343,136343,137343,138343,139343,140343,합성 대용량 테스트
ORG04050,테스트기관04050,급식비,예산팀,129350,130350,131350,132350,133350,134350,135350,136350,137350,138350,139350,140350,합성 대용량 테스트
ORG04051,테스트기관04051,시설비,시설팀,129357,130357,131357,132357,133357,134357,135357,136357,137357,138357,139357,140357,합성 대용량 테스트
ORG04052,테스트기관04052,강사비,교육지원팀,129364,130364,131364,132364,133364,134364,135364,136364,137364,138364,139364,140364,합성 대용량 테스트
ORG04053,테스트기관04053,운영비,행정지원팀,129371,130371,131371,132371,133371,134371,135371,136371,137371,138371,139371,140371,합성 대용량 테스트
ORG04054,테스트기관04054,급식비,예산팀,129378,130378,131378,132378,133378,134378,135378,136378,137378,138378,139378,140378,합성 대용량 테스트
ORG04055,테스트기관04055,시설비,시설팀,129385,130385,131385,132385,133385,134385,135385,136385,137385,138385,139385,140385,합성 대용량 테스트
